customer_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Customer_Value
616,93,4,5439.8099999999995,2,2,3,7,Low
617,21,4,3343.8599999999997,4,2,1,7,Low
618,309,2,2207.71,1,1,1,3,Low
619,66,7,7042.71,2,4,4,10,Medium
620,104,8,5422.25,1,5,3,9,Medium
621,3,9,11872.470000000001,5,5,5,15,High
622,267,3,4498.0,1,1,2,4,Low
623,94,3,5060.18,2,1,2,5,Low
624,91,3,5079.93,2,1,2,5,Low
625,17,6,5688.67,4,3,3,10,Medium
626,55,9,8102.299999999999,3,5,4,12,High
627,59,5,6786.53,3,2,4,9,Medium
628,55,5,5519.54,3,2,3,8,Medium
629,65,8,6490.53,2,5,3,10,Medium
630,54,7,9406.55,3,4,5,12,High
631,17,6,3211.98,4,3,1,8,Medium
632,42,3,3911.85,3,1,2,6,Low
633,2,7,7054.02,5,4,4,13,High
634,18,8,7951.04,4,5,4,13,High
635,40,6,3988.82,3,3,2,8,Medium
636,20,7,7808.71,4,4,4,12,High
637,8,13,13899.73,5,5,5,15,High
638,61,8,10198.93,2,5,5,12,High
639,9,6,5831.55,5,3,3,11,Medium
640,11,8,11141.29,5,5,5,15,High
641,203,4,3853.34,1,2,2,5,Low
642,25,7,5304.37,4,4,3,11,Medium
643,198,4,5034.78,1,2,2,5,Low
644,158,3,1808.74,1,1,1,3,Low
645,117,7,9008.59,1,4,5,10,Medium
646,111,4,4809.5199999999995,1,2,2,5,Low
647,43,9,10703.609999999999,3,5,5,13,High
648,58,7,8410.93,3,4,4,11,Medium
649,12,5,1718.19,5,2,1,8,Medium
650,51,6,7082.77,3,3,4,10,Medium
651,19,3,5028.17,4,1,2,7,Low
652,6,9,10240.87,5,5,5,15,High
653,38,5,4502.58,3,2,2,7,Low
654,29,4,4666.55,4,2,2,8,Medium
655,52,6,8876.49,3,3,5,11,Medium
656,11,8,8438.35,5,5,4,14,High
657,176,5,4830.48,1,2,2,5,Low
658,98,5,5305.31,2,2,3,7,Low
659,147,3,5140.610000000001,1,1,2,4,Low
660,13,4,5360.139999999999,5,2,3,10,Medium
661,35,6,5564.07,3,3,3,9,Medium
662,87,7,6635.87,2,4,3,9,Medium
663,74,4,5447.21,2,2,3,7,Low
664,85,5,3998.82,2,2,2,6,Low
665,86,8,9143.6,2,5,5,12,High
666,42,5,5173.84,3,2,2,7,Low
667,20,5,5826.33,4,2,3,9,Medium
668,7,7,7399.77,5,4,4,13,High
669,9,11,12187.939999999999,5,5,5,15,High
670,117,4,4078.4,1,2,2,5,Low
671,63,6,7450.68,2,3,4,9,Medium
672,51,3,4786.22,3,1,2,6,Low
673,3,5,3435.2200000000003,5,2,1,8,Medium
674,116,6,6404.85,1,3,3,7,Low
675,1,3,4204.51,5,1,2,8,Medium
676,34,6,6739.82,3,3,4,10,Medium
677,72,5,3703.87,2,2,1,5,Low
678,95,4,3152.34,2,2,1,5,Low
679,63,10,8300.07,2,5,4,11,Medium
680,15,4,5597.05,5,2,3,10,Medium
681,8,6,5888.74,5,3,3,11,Medium
682,21,7,8280.35,4,4,4,12,High
683,16,5,5616.71,4,2,3,9,Medium
684,43,8,6011.92,3,5,3,11,Medium
685,103,6,9271.630000000001,1,3,5,9,Medium
686,38,5,4622.87,3,2,2,7,Low
687,9,6,2828.68,5,3,1,9,Medium
688,82,4,5647.04,2,2,3,7,Low
689,13,3,3614.25,5,1,1,7,Low
690,65,6,6516.74,2,3,3,8,Medium
691,40,8,9841.22,3,5,5,13,High
692,51,9,8189.47,3,5,4,12,High
693,11,5,6667.92,5,2,3,10,Medium
694,8,5,4359.78,5,2,2,9,Medium
695,17,8,10407.64,4,5,5,14,High
696,22,7,4822.78,4,4,2,10,Medium
697,12,4,5888.76,5,2,3,10,Medium
698,77,3,3362.66,2,1,1,4,Low
699,56,3,2655.81,3,1,1,5,Low
700,107,8,7960.03,1,5,4,10,Medium
701,33,6,6285.29,4,3,3,10,Medium
702,63,3,3825.6600000000003,2,1,2,5,Low
703,2,5,7301.150000000001,5,2,4,11,Medium
704,11,10,10881.81,5,5,5,15,High
705,12,5,3745.1800000000003,5,2,1,8,Medium
706,31,6,10040.5,4,3,5,12,High
707,45,6,7563.61,3,3,4,10,Medium
708,176,3,3149.0299999999997,1,1,1,3,Low
709,147,5,5948.8099999999995,1,2,3,6,Low
710,40,7,9823.81,3,4,5,12,High
711,84,4,3784.83,2,2,2,6,Low
712,62,8,9223.66,2,5,5,12,High
713,256,4,4564.42,1,2,2,5,Low
714,60,10,8982.92,2,5,5,12,High
715,159,3,4278.66,1,1,2,4,Low
716,13,6,6680.78,5,3,3,11,Medium
717,15,6,4696.91,5,3,2,10,Medium
718,35,8,6777.43,3,5,4,12,High
719,12,8,10708.56,5,5,5,15,High
720,21,10,13004.35,4,5,5,14,High
721,5,7,8883.609999999999,5,4,5,14,High
722,88,5,6548.61,2,2,3,7,Low
723,16,8,7012.59,4,5,4,13,High
724,24,8,9812.699999999999,4,5,5,14,High
725,4,11,13048.82,5,5,5,15,High
726,55,3,5134.71,3,1,2,6,Low
727,62,6,8768.09,2,3,5,10,Medium
728,26,9,10919.45,4,5,5,14,High
729,2,10,15826.0,5,5,5,15,High
730,15,7,6529.49,5,4,3,12,High
731,26,6,6259.200000000001,4,3,3,10,Medium
732,65,5,6099.150000000001,2,2,3,7,Low
733,47,10,14532.51,3,5,5,13,High
734,90,3,3346.12,2,1,1,4,Low
735,88,4,6814.03,2,2,4,8,Medium
736,12,6,5999.719999999999,5,3,3,11,Medium
737,55,7,7386.14,3,4,4,11,Medium
738,70,8,8764.37,2,5,5,12,High
739,2,10,9430.63,5,5,5,15,High
740,62,4,6155.53,2,2,3,7,Low
741,149,5,3482.3,1,2,1,4,Low
742,11,6,6918.96,5,3,4,12,High
743,90,5,6065.4400000000005,2,2,3,7,Low
744,24,5,4149.55,4,2,2,8,Medium
745,12,4,2697.98,5,2,1,8,Medium
746,44,6,4853.96,3,3,2,8,Medium
747,36,2,1801.98,3,1,1,5,Low
748,47,9,8538.05,3,5,4,12,High
749,81,9,7591.94,2,5,4,11,Medium
750,59,6,7506.73,3,3,4,10,Medium
751,131,2,386.48,1,1,1,3,Low
752,21,8,8004.32,4,5,4,13,High
753,16,8,11935.380000000001,4,5,5,14,High
754,211,2,814.03,1,1,1,3,Low
755,96,3,2071.7799999999997,2,1,1,4,Low
756,26,6,3859.17,4,3,2,9,Medium
757,73,5,3967.6,2,2,2,6,Low
758,28,2,651.02,4,1,1,6,Low
759,24,9,8217.14,4,5,4,13,High
760,27,9,8569.289999999999,4,5,4,13,High
761,146,5,6483.68,1,2,3,6,Low
762,86,5,3989.6800000000003,2,2,2,6,Low
763,75,6,6989.88,2,3,4,9,Medium
764,80,4,4122.42,2,2,2,6,Low
765,25,10,8794.98,4,5,5,14,High
766,17,6,4962.24,4,3,2,9,Medium
767,43,5,6197.59,3,2,3,8,Medium
768,6,9,9425.52,5,5,5,15,High
769,20,8,9694.79,4,5,5,14,High
770,50,6,6789.790000000001,3,3,4,10,Medium
771,125,6,5901.7,1,3,3,7,Low
772,3,5,6628.15,5,2,3,10,Medium
773,73,8,10334.68,2,5,5,12,High
774,144,1,1311.44,1,1,1,3,Low
775,59,7,6985.21,3,4,4,11,Medium
776,14,9,9151.17,5,5,5,15,High
777,28,6,5113.99,4,3,2,9,Medium
778,34,5,6292.889999999999,3,2,3,8,Medium
779,83,5,4372.34,2,2,2,6,Low
780,89,3,3499.7200000000003,2,1,1,4,Low
781,126,5,3763.4600000000005,1,2,2,5,Low
782,26,5,8440.67,4,2,4,10,Medium
783,97,5,6170.6,2,2,3,7,Low
784,144,2,760.18,1,1,1,3,Low
785,19,5,2941.55,4,2,1,7,Low
786,10,7,7114.27,5,4,4,13,High
787,76,10,11292.54,2,5,5,12,High
788,40,7,8089.72,3,4,4,11,Medium
789,5,8,4497.3,5,5,2,12,High
790,15,8,9306.61,5,5,5,15,High
791,124,6,6605.22,1,3,3,7,Low
792,18,6,6907.9,4,3,4,11,Medium
793,2,10,12116.11,5,5,5,15,High
794,23,7,7832.74,4,4,4,12,High
795,19,5,5980.89,4,2,3,9,Medium
796,7,7,6097.05,5,4,3,12,High
797,22,4,4668.49,4,2,2,8,Medium
798,22,3,4285.05,4,1,2,7,Low
799,11,11,14399.89,5,5,5,15,High
800,86,6,6283.9,2,3,3,8,Medium
801,183,2,1074.8,1,1,1,3,Low
802,96,6,7508.74,2,3,4,9,Medium
803,67,6,3818.25,2,3,2,7,Low
804,42,3,3480.5,3,1,1,5,Low
805,123,6,6966.17,1,3,4,8,Medium
806,32,4,4854.46,4,2,2,8,Medium
807,81,4,4367.13,2,2,2,6,Low
808,124,3,3676.8199999999997,1,1,1,3,Low
809,46,4,3653.47,3,2,1,6,Low
810,69,4,4539.42,2,2,2,6,Low
811,175,4,2483.69,1,2,1,4,Low
812,198,3,2694.8900000000003,1,1,1,3,Low
813,51,5,4386.05,3,2,2,7,Low
814,49,3,4661.23,3,1,2,6,Low
815,28,6,7646.77,4,3,4,11,Medium
816,54,4,2934.97,3,2,1,6,Low
817,17,5,5340.0,4,2,3,9,Medium
818,41,6,6141.46,3,3,3,9,Medium
819,44,5,5033.21,3,2,2,7,Low
820,4,10,8742.57,5,5,5,15,High
821,34,5,4826.39,3,2,2,7,Low
822,329,1,2005.66,1,1,1,3,Low
823,24,6,9755.81,4,3,5,12,High
824,10,4,6017.27,5,2,3,10,Medium
825,11,8,6046.6900000000005,5,5,3,13,High
826,5,4,4829.57,5,2,2,9,Medium
827,50,8,9051.45,3,5,5,13,High
828,80,5,3777.5299999999997,2,2,2,6,Low
829,13,6,9236.19,5,3,5,13,High
830,150,6,6106.9400000000005,1,3,3,7,Low
831,12,5,4245.84,5,2,2,9,Medium
832,18,12,13562.13,4,5,5,14,High
833,26,8,8852.31,4,5,5,14,High
834,19,4,3595.5299999999997,4,2,1,7,Low
835,8,8,8541.23,5,5,4,14,High
836,73,4,3562.2,2,2,1,5,Low
837,158,3,3406.25,1,1,1,3,Low
838,42,4,3724.8199999999997,3,2,1,6,Low
839,107,4,2550.73,1,2,1,4,Low
840,39,6,8144.96,3,3,4,10,Medium
841,151,7,10936.2,1,4,5,10,Medium
842,56,4,3639.46,3,2,1,6,Low
843,3,6,4090.19,5,3,2,10,Medium
844,32,9,12523.55,4,5,5,14,High
845,126,3,2004.13,1,1,1,3,Low
846,83,3,4385.62,2,1,2,5,Low
847,115,5,5363.83,1,2,3,6,Low
848,141,4,4711.04,1,2,2,5,Low
849,28,6,6086.66,4,3,3,10,Medium
850,35,8,7476.79,3,5,4,12,High
851,10,4,5347.0,5,2,3,10,Medium
853,65,9,12711.369999999999,2,5,5,12,High
854,9,4,3992.51,5,2,2,9,Medium
855,105,4,7241.66,1,2,4,7,Low
856,2,7,6845.04,5,4,4,13,High
857,25,5,6692.93,4,2,3,9,Medium
858,12,6,5654.55,5,3,3,11,Medium
859,19,6,6979.780000000001,4,3,4,11,Medium
860,92,4,7381.19,2,2,4,8,Medium
861,55,5,5226.41,3,2,2,7,Low
862,55,1,774.53,3,1,1,5,Low
863,70,4,2288.23,2,2,1,5,Low
864,47,6,8911.39,3,3,5,11,Medium
865,122,7,7192.900000000001,1,4,4,9,Medium
866,99,5,7599.92,2,2,4,8,Medium
867,294,6,7947.42,1,3,4,8,Medium
868,84,6,7529.639999999999,2,3,4,9,Medium
870,62,8,6364.29,2,5,3,10,Medium
871,55,8,8700.560000000001,3,5,5,13,High
872,172,1,290.62,1,1,1,3,Low
873,32,5,4426.2,4,2,2,8,Medium
874,47,8,8569.99,3,5,4,12,High
875,64,6,6933.69,2,3,4,9,Medium
876,17,3,2732.4700000000003,4,1,1,6,Low
877,18,9,9182.89,4,5,5,14,High
878,80,3,4531.79,2,1,2,5,Low
879,77,4,3356.34,2,2,1,5,Low
880,63,3,4774.51,2,1,2,5,Low
881,148,3,5353.86,1,1,3,5,Low
882,113,5,6628.360000000001,1,2,3,6,Low
883,48,4,2114.02,3,2,1,6,Low
884,2,6,10922.09,5,3,5,13,High
885,8,3,3628.9399999999996,5,1,1,7,Low
886,2,7,9025.03,5,4,5,14,High
887,40,8,10938.66,3,5,5,13,High
888,69,5,5750.62,2,2,3,7,Low
889,37,5,4366.950000000001,3,2,2,7,Low
890,166,4,4485.6,1,2,2,5,Low
891,13,4,4632.05,5,2,2,9,Medium
892,91,10,9618.64,2,5,5,12,High
893,76,7,9202.85,2,4,5,11,Medium
894,49,8,7512.48,3,5,4,12,High
895,62,3,2714.21,2,1,1,4,Low
896,39,4,4448.32,3,2,2,7,Low
897,99,8,9629.18,2,5,5,12,High
898,206,1,478.16,1,1,1,3,Low
899,50,6,4240.0599999999995,3,3,2,8,Medium
900,13,4,2446.44,5,2,1,8,Medium
901,83,4,6948.22,2,2,4,8,Medium
902,15,9,9408.53,5,5,5,15,High
903,17,9,10102.58,4,5,5,14,High
904,38,4,5063.82,3,2,2,7,Low
905,106,8,6801.49,1,5,4,10,Medium
906,17,9,12920.289999999999,4,5,5,14,High
907,27,7,3448.87,4,4,1,9,Medium
908,5,7,4679.15,5,4,2,11,Medium
909,190,5,8560.51,1,2,4,7,Low
910,273,2,1932.55,1,1,1,3,Low
911,57,5,3792.6,3,2,2,7,Low
912,41,7,7206.52,3,4,4,11,Medium
913,64,5,5573.5,2,2,3,7,Low
914,107,5,5533.82,1,2,3,6,Low
915,29,4,3737.5699999999997,4,2,1,7,Low
916,37,5,5850.91,3,2,3,8,Medium
917,36,8,7452.88,3,5,4,12,High
918,17,6,6040.75,4,3,3,10,Medium
919,81,9,10701.04,2,5,5,12,High
920,91,6,6259.75,2,3,3,8,Medium
921,45,8,11852.14,3,5,5,13,High
922,189,2,1768.82,1,1,1,3,Low
923,33,7,6019.1900000000005,4,4,3,11,Medium
924,110,9,8254.23,1,5,4,10,Medium
925,13,10,10850.689999999999,5,5,5,15,High
926,13,5,4212.57,5,2,2,9,Medium
927,296,3,3712.1099999999997,1,1,1,3,Low
928,12,8,6370.69,5,5,3,13,High
929,57,5,4985.79,3,2,2,7,Low
930,148,2,1431.17,1,1,1,3,Low
931,71,5,6046.89,2,2,3,7,Low
932,4,6,4854.48,5,3,2,10,Medium
933,1,5,7598.65,5,2,4,11,Medium
934,1,8,9379.6,5,5,5,15,High
935,54,7,8652.22,3,4,4,11,Medium
936,33,12,17160.24,4,5,5,14,High
937,16,5,4550.33,4,2,2,8,Medium
938,62,8,7614.88,2,5,4,11,Medium
939,32,4,5121.02,4,2,2,8,Medium
940,53,5,6172.42,3,2,3,8,Medium
941,34,10,17898.46,3,5,5,13,High
942,144,4,4111.12,1,2,2,5,Low
943,113,7,9442.1,1,4,5,10,Medium
944,86,8,4915.05,2,5,2,9,Medium
945,15,7,9247.25,5,4,5,14,High
946,3,8,10866.75,5,5,5,15,High
947,81,6,6685.68,2,3,3,8,Medium
948,101,3,3541.6,1,1,1,3,Low
949,89,6,6945.2699999999995,2,3,4,9,Medium
950,33,7,8329.7,4,4,4,12,High
951,7,6,4934.83,5,3,2,10,Medium
952,47,5,6239.17,3,2,3,8,Medium
953,12,9,10996.0,5,5,5,15,High
954,114,4,5686.3099999999995,1,2,3,6,Low
955,14,7,3915.94,5,4,2,11,Medium
956,174,3,3675.74,1,1,1,3,Low
957,39,5,4868.3,3,2,2,7,Low
958,35,6,5470.129999999999,3,3,3,9,Medium
959,77,6,5701.85,2,3,3,8,Medium
960,79,4,5971.35,2,2,3,7,Low
961,65,4,4158.360000000001,2,2,2,6,Low
962,3,7,5930.2699999999995,5,4,3,12,High
963,61,12,12068.12,2,5,5,12,High
964,2,5,4224.59,5,2,2,9,Medium
965,61,4,5232.65,2,2,2,6,Low
966,14,4,1885.61,5,2,1,8,Medium
967,67,4,5974.77,2,2,3,7,Low
968,36,8,10289.75,3,5,5,13,High
969,18,5,6968.38,4,2,4,10,Medium
970,34,5,6237.67,3,2,3,8,Medium
971,49,5,5862.57,3,2,3,8,Medium
972,176,2,3318.8099999999995,1,1,1,3,Low
973,9,8,12724.26,5,5,5,15,High
974,7,6,6929.71,5,3,4,12,High
975,11,9,9499.82,5,5,5,15,High
976,171,6,6710.5599999999995,1,3,3,7,Low
977,42,5,5149.34,3,2,2,7,Low
978,193,5,4373.97,1,2,2,5,Low
979,6,5,7486.82,5,2,4,11,Medium
980,178,5,6299.04,1,2,3,6,Low
981,26,7,9042.05,4,4,5,13,High
982,56,6,2794.7500000000005,3,3,1,7,Low
983,2,8,9637.26,5,5,5,15,High
984,57,8,6208.719999999999,3,5,3,11,Medium
985,15,4,5554.1900000000005,5,2,3,10,Medium
986,76,8,8673.32,2,5,4,11,Medium
987,23,8,8979.65,4,5,5,14,High
988,113,2,769.14,1,1,1,3,Low
989,26,6,6782.12,4,3,4,11,Medium
990,12,7,8441.6,5,4,4,13,High
991,148,6,7774.3,1,3,4,8,Medium
992,96,2,2986.45,2,1,1,4,Low
993,1,9,8086.79,5,5,4,14,High
994,43,5,3901.01,3,2,2,7,Low
995,12,7,9379.039999999999,5,4,5,14,High
996,64,6,7713.16,2,3,4,9,Medium
997,60,7,6397.73,2,4,3,9,Medium
998,322,2,1565.5500000000002,1,1,1,3,Low
999,55,10,14662.14,3,5,5,13,High
1000,1,9,10183.7,5,5,5,15,High
1001,43,7,6233.51,3,4,3,10,Medium
1002,156,4,5038.32,1,2,2,5,Low
1003,48,9,9111.19,3,5,5,13,High
1004,204,6,8437.87,1,3,4,8,Medium
1005,160,5,7863.76,1,2,4,7,Low
1006,38,8,9481.25,3,5,5,13,High
1007,21,7,8532.46,4,4,4,12,High
1008,18,4,5409.6900000000005,4,2,3,9,Medium
1009,55,5,5787.36,3,2,3,8,Medium
1010,127,4,2816.75,1,2,1,4,Low
1011,243,3,3940.1800000000003,1,1,2,4,Low
1012,10,4,5094.62,5,2,2,9,Medium
1013,96,6,7207.57,2,3,4,9,Medium
1014,5,7,6269.75,5,4,3,12,High
1015,27,6,7096.79,4,3,4,11,Medium
1016,67,6,5697.8,2,3,3,8,Medium
1017,227,3,5234.68,1,1,2,4,Low
1018,27,5,6164.88,4,2,3,9,Medium
1019,43,4,4653.39,3,2,2,7,Low
1020,90,4,4075.21,2,2,2,6,Low
1021,29,8,9624.45,4,5,5,14,High
1022,84,5,8161.4,2,2,4,8,Medium
1023,126,2,1579.3899999999999,1,1,1,3,Low
1024,35,8,9592.029999999999,3,5,5,13,High
1025,61,8,8141.29,2,5,4,11,Medium
1026,30,7,5413.76,4,4,3,11,Medium
1027,25,6,6580.15,4,3,3,10,Medium
1028,9,7,12001.41,5,4,5,14,High
1029,31,6,6223.08,4,3,3,10,Medium
1030,40,8,10951.8,3,5,5,13,High
1031,47,2,1994.54,3,1,1,5,Low
1032,31,8,6902.84,4,5,4,13,High
1033,15,9,12744.87,5,5,5,15,High
1034,105,2,1819.46,1,1,1,3,Low
1035,14,3,1327.0600000000002,5,1,1,7,Low
1036,163,5,7125.26,1,2,4,7,Low
1037,74,7,6689.55,2,4,3,9,Medium
1038,13,4,6144.11,5,2,3,10,Medium
1039,53,7,9522.77,3,4,5,12,High
1040,162,4,4072.65,1,2,2,5,Low
1041,21,4,4271.03,4,2,2,8,Medium
1042,36,3,4585.77,3,1,2,6,Low
1043,131,9,13023.58,1,5,5,11,Medium
1044,113,5,4616.29,1,2,2,5,Low
1045,114,3,4405.6,1,1,2,4,Low
1046,53,5,3846.1,3,2,2,7,Low
1047,58,8,6874.87,3,5,4,12,High
1048,134,6,4864.99,1,3,2,6,Low
1049,33,10,11130.050000000001,4,5,5,14,High
1050,27,6,4722.12,4,3,2,9,Medium
1051,180,5,4878.8099999999995,1,2,2,5,Low
1052,1,6,8478.41,5,3,4,12,High
1053,140,3,3482.79,1,1,1,3,Low
1054,6,8,8433.75,5,5,4,14,High
1055,207,2,924.06,1,1,1,3,Low
1056,25,7,7920.27,4,4,4,12,High
1057,49,4,5663.77,3,2,3,8,Medium
1058,117,3,2308.7200000000003,1,1,1,3,Low
1059,23,2,2449.81,4,1,1,6,Low
1060,188,6,9606.77,1,3,5,9,Medium
1061,25,6,4056.76,4,3,2,9,Medium
1062,3,6,7619.47,5,3,4,12,High
1063,47,6,5833.22,3,3,3,9,Medium
1064,140,3,5404.67,1,1,3,5,Low
1065,80,6,4709.66,2,3,2,7,Low
1066,167,3,2637.5299999999997,1,1,1,3,Low
1067,233,2,1854.93,1,1,1,3,Low
1068,5,14,14254.55,5,5,5,15,High
1069,205,5,6910.5,1,2,4,7,Low
1070,1,4,5754.66,5,2,3,10,Medium
1071,40,6,7958.68,3,3,4,10,Medium
1072,47,3,3697.58,3,1,1,5,Low
1073,18,6,6454.889999999999,4,3,3,10,Medium
1074,17,8,9370.01,4,5,5,14,High
1075,68,7,6623.97,2,4,3,9,Medium
1076,10,12,14390.1,5,5,5,15,High
1077,6,6,6570.4400000000005,5,3,3,11,Medium
1078,19,6,5117.1,4,3,2,9,Medium
1079,18,4,3829.1099999999997,4,2,2,8,Medium
1080,48,3,3133.43,3,1,1,5,Low
1081,12,5,6119.719999999999,5,2,3,10,Medium
1082,48,5,4492.05,3,2,2,7,Low
1083,267,2,2418.19,1,1,1,3,Low
1084,5,10,11206.14,5,5,5,15,High
1085,65,4,2487.7000000000003,2,2,1,5,Low
1086,14,9,8640.220000000001,5,5,4,14,High
1087,15,3,3535.79,5,1,1,7,Low
1088,14,6,6230.39,5,3,3,11,Medium
1089,152,7,6202.85,1,4,3,8,Medium
1090,72,7,5882.43,2,4,3,9,Medium
1091,5,11,10303.810000000001,5,5,5,15,High
1092,203,5,4893.719999999999,1,2,2,5,Low
1093,100,9,12492.4,2,5,5,12,High
1094,44,7,7255.12,3,4,4,11,Medium
1095,15,4,6916.039999999999,5,2,4,11,Medium
1096,56,5,3865.37,3,2,2,7,Low
1097,77,4,4367.8099999999995,2,2,2,6,Low
1098,9,8,7594.29,5,5,4,14,High
1099,111,2,1248.96,1,1,1,3,Low
1100,46,3,2767.35,3,1,1,5,Low
1101,114,5,6377.620000000001,1,2,3,6,Low
1102,22,8,8832.98,4,5,5,14,High
1103,33,12,15447.92,4,5,5,14,High
1104,12,7,6458.3,5,4,3,12,High
1105,17,2,3965.4399999999996,4,1,2,7,Low
1106,25,9,11078.470000000001,4,5,5,14,High
1107,49,6,4394.39,3,3,2,8,Medium
1108,13,4,1790.0,5,2,1,8,Medium
1109,209,3,2411.02,1,1,1,3,Low
1110,18,6,7310.36,4,3,4,11,Medium
1111,21,7,6922.7,4,4,4,12,High
1112,109,3,3589.44,1,1,1,3,Low
1113,27,9,10999.37,4,5,5,14,High
1114,65,4,4156.4,2,2,2,6,Low
1115,3,9,9270.03,5,5,5,15,High
1116,8,3,4932.34,5,1,2,8,Medium
1117,137,9,7547.219999999999,1,5,4,10,Medium
1118,39,4,3365.19,3,2,1,6,Low
1119,99,6,10841.93,2,3,5,10,Medium
1120,2,6,5386.26,5,3,3,11,Medium
1121,8,2,2973.36,5,1,1,7,Low
1122,27,5,4714.81,4,2,2,8,Medium
1123,11,5,6742.5,5,2,4,11,Medium
1124,45,3,3731.08,3,1,1,5,Low
1125,30,5,3793.5699999999997,4,2,2,8,Medium
1126,20,4,4725.4400000000005,4,2,2,8,Medium
1127,137,4,5261.43,1,2,3,6,Low
1128,27,5,5855.4400000000005,4,2,3,9,Medium
1129,27,13,18349.27,4,5,5,14,High
1130,118,5,6301.28,1,2,3,6,Low
1131,54,8,10787.84,3,5,5,13,High
1132,45,9,10548.14,3,5,5,13,High
1133,18,7,9050.01,4,4,5,13,High
1134,4,6,6297.860000000001,5,3,3,11,Medium
1135,165,3,3530.65,1,1,1,3,Low
1136,36,6,5600.86,3,3,3,9,Medium
1137,6,9,8092.31,5,5,4,14,High
1138,125,6,7506.16,1,3,4,8,Medium
1139,70,4,3684.36,2,2,1,5,Low
1140,7,13,16199.24,5,5,5,15,High
1141,134,5,4507.79,1,2,2,5,Low
1142,39,4,4828.39,3,2,2,7,Low
1143,5,5,7112.88,5,2,4,11,Medium
1144,18,7,9425.65,4,4,5,13,High
1145,14,2,2382.7200000000003,5,1,1,7,Low
1146,74,2,2213.67,2,1,1,4,Low
1147,166,6,8766.869999999999,1,3,5,9,Medium
1148,9,3,3426.09,5,1,1,7,Low
1149,189,4,5793.360000000001,1,2,3,6,Low
1150,104,5,8439.82,1,2,4,7,Low
1151,76,5,5819.58,2,2,3,7,Low
1152,25,8,9434.77,4,5,5,14,High
1153,18,5,3306.2400000000002,4,2,1,7,Low
1154,132,6,3442.7799999999997,1,3,1,5,Low
1155,30,7,5342.13,4,4,3,11,Medium
1156,41,4,5965.4400000000005,3,2,3,8,Medium
1157,86,7,7726.53,2,4,4,10,Medium
1158,3,6,7962.85,5,3,4,12,High
1159,7,4,5803.34,5,2,3,10,Medium
1160,164,3,3192.0099999999998,1,1,1,3,Low
1161,13,4,4151.98,5,2,2,9,Medium
1162,137,4,5369.27,1,2,3,6,Low
1163,49,5,2853.67,3,2,1,6,Low
1164,154,3,2164.22,1,1,1,3,Low
1165,11,9,6796.88,5,5,4,14,High
1166,15,6,7638.8,5,3,4,12,High
1167,11,4,4106.64,5,2,2,9,Medium
1168,60,7,10263.16,2,4,5,11,Medium
1169,63,7,7605.57,2,4,4,10,Medium
1170,87,5,6345.1,2,2,3,7,Low
1171,35,9,9811.45,3,5,5,13,High
1172,45,6,7200.46,3,3,4,10,Medium
1173,109,3,2042.9699999999998,1,1,1,3,Low
1174,9,3,3466.9300000000003,5,1,1,7,Low
1175,219,2,2449.24,1,1,1,3,Low
1176,78,4,3909.54,2,2,2,6,Low
1177,88,8,8367.47,2,5,4,11,Medium
1178,45,8,10226.15,3,5,5,13,High
1179,8,4,6441.950000000001,5,2,3,10,Medium
1180,60,4,3870.83,2,2,2,6,Low
1181,45,10,9928.33,3,5,5,13,High
1182,6,8,9588.19,5,5,5,15,High
1183,154,5,7060.07,1,2,4,7,Low
1184,6,6,7155.030000000001,5,3,4,12,High
1185,10,3,1957.15,5,1,1,7,Low
1186,38,4,3285.92,3,2,1,6,Low
1187,59,4,2382.42,3,2,1,6,Low
1188,19,2,3043.9,4,1,1,6,Low
1189,48,4,2894.1,3,2,1,6,Low
1190,7,6,4050.13,5,3,2,10,Medium
1191,44,8,6925.33,3,5,4,12,High
1192,80,5,4306.09,2,2,2,6,Low
1193,37,4,4694.62,3,2,2,7,Low
1194,29,8,7829.33,4,5,4,13,High
1195,20,5,5178.38,4,2,2,8,Medium
1196,19,6,5307.82,4,3,3,10,Medium
1197,8,4,4455.89,5,2,2,9,Medium
1198,69,6,6397.58,2,3,3,8,Medium
1199,44,8,6090.45,3,5,3,11,Medium
1200,80,9,7735.860000000001,2,5,4,11,Medium
1201,83,3,2329.42,2,1,1,4,Low
1202,86,3,4231.33,2,1,2,5,Low
1203,8,1,1036.59,5,1,1,7,Low
1204,25,3,2461.46,4,1,1,6,Low
1205,68,8,9243.01,2,5,5,12,High
1206,84,2,3229.76,2,1,1,4,Low
1207,14,7,4099.09,5,4,2,11,Medium
1208,78,5,6789.07,2,2,4,8,Medium
1209,132,2,2368.55,1,1,1,3,Low
1210,18,9,10302.32,4,5,5,14,High
1211,235,4,2677.25,1,2,1,4,Low
1212,72,3,3843.34,2,1,2,5,Low
1213,70,7,8448.45,2,4,4,10,Medium
1214,24,4,4251.7,4,2,2,8,Medium
1215,78,8,7611.6,2,5,4,11,Medium
1216,8,3,3294.19,5,1,1,7,Low
1217,11,7,8001.530000000001,5,4,4,13,High
1218,51,6,8266.59,3,3,4,10,Medium
1219,5,3,3070.27,5,1,1,7,Low
1220,67,5,5406.34,2,2,3,7,Low
1221,10,7,5309.76,5,4,3,12,High
1222,52,3,2947.03,3,1,1,5,Low
